,keyword,date,text
0,ボーソー油脂,Tue Feb 05 09:18:14 +0000 2019,連続下落日数８日　8043スターゼン７日　2296伊藤米久ＨＤ　7916光村印刷６日　3058三洋堂ＨＤ　6023ダイハツデ　7461キムラ　7837アールシー　7895中央化学５日　1552ＶＩＸ短先物　2138クルーズ… https://t.co/uxPBKFXqHg
1,ボーソー油脂,Thu Jan 31 04:39:27 +0000 2019,@tjajaegad ダス！クチ〜🤣ボーソー油脂🙈💦 https://t.co/f1FfnlHXy6
