,Unnamed: 0,keyword,date,text,score
40,40,ドリームインキュベータ,Wed Feb 06 03:22:45 +0000 2019,RT @muratamika2020: https://t.co/CqDP4gA4Pd保有者：ベイリー・ギフォード・アンド・カンパニー4571 ナノキャリア3903 ｇｕｍｉ4310 ドリームインキュベータ2484 夢の街創造委員会 https://t.co/CNDr…,1
41,41,ドリームインキュベータ,Wed Feb 06 01:28:09 +0000 2019,RT @muratamika2020: https://t.co/CqDP4gA4Pd保有者：ベイリー・ギフォード・アンド・カンパニー4571 ナノキャリア3903 ｇｕｍｉ4310 ドリームインキュベータ2484 夢の街創造委員会 https://t.co/CNDr…,1
42,42,ドリームインキュベータ,Wed Feb 06 01:27:04 +0000 2019,https://t.co/CqDP4gA4Pd保有者：ベイリー・ギフォード・アンド・カンパニー4571 ナノキャリア3903 ｇｕｍｉ4310 ドリームインキュベータ2484 夢の街創造委員会 https://t.co/CNDrnjFr7Z,1
43,43,ドリームインキュベータ,Wed Feb 06 01:20:24 +0000 2019,RT @stpedia: [大量保有報告]＜4310＞ドリームインキュベータ　2019年2月6日 10:13にベイリー・ギフォード・アンド・カンパニーが提出　保有割合 5.56% #ドリームインキュベータ https://t.co/nJQIRziWYq,0
44,44,ドリームインキュベータ,Wed Feb 06 01:13:44 +0000 2019,[大量保有報告]＜4310＞ドリームインキュベータ　2019年2月6日 10:13にベイリー・ギフォード・アンド・カンパニーが提出　保有割合 5.56% #ドリームインキュベータ https://t.co/nJQIRziWYq,0
45,45,ドリームインキュベータ,Mon Feb 04 09:11:05 +0000 2019,ドリームインキュベータ 2019年3月期第3四半期決算レポート更新:https://t.co/n3Gd4cA1XG,0
46,46,ドリームインキュベータ,Sun Feb 03 08:08:44 +0000 2019,ものがたりのあるものづくり ファクトリエが起こす「服」革命 https://t.co/CxFPA0WSHP #Amazonドリームインキュベータのベンチャーナビをもっと深く書いた感じだった。,0
47,47,ドリームインキュベータ,Sun Feb 03 04:38:12 +0000 2019,銀河❗銀河❗！アギギギ銀河ドリーム銀河❗銀河❗寒い寒い寒い寒い寒いけど私自身銀河❗ｼｼｲｼｼｼｲｼｼｲｲｲｲｲ銀河❗銀河ドリームインキュベータ❗ｼｼｲｼｼｼｲｼｼｲｲｲｲｲ！アギギギ銀河ドリームラインアップ銀河❗ｼｼｲｼｼｼｲｼｼｲｲｲｲｲ！苦しむ銀河ドリーム銀河❗ｼｼｲｼｼｼｲ,-1
48,48,ドリームインキュベータ,Sat Feb 02 03:17:57 +0000 2019,僕は、基本やりたいことをやって生きていきたい人間です。エンタメ系企業のコンサルをしているうちに自分でもやりたくなってきたから、実際にドリームインキュベータで社内起業して、やってく中でたくさんの失敗をしてDIとしてはやめることになっ… https://t.co/hnFqXZ4zC3,-1
49,49,ドリームインキュベータ,Sat Feb 02 02:10:16 +0000 2019,"RT @KessanMaster: ドリームインキュベータIR（Q2）自社の理論株価を開示。ここまで行くとさすがにやりすぎかなとは思うけど、経営者が今の株価(1,586円）を割安だと思っているのはいいですね。 https://t.co/NaE5CmPzM4",3
